m = 2 ; m` = 109 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 39 ; m` = 419 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 40 ; m` = 173 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 41 ; m` = 288 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 42 ; m` = 517 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 43 ; m` = 575 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 44 ; m` = 538 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 45 ; m` = 121 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 46 ; m` = 27 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 47 ; m` = 66 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 48 ; m` = 561 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 49 ; m` = 144 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 50 ; m` = 107 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 51 ; m` = 165 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 52 ; m` = 394 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 53 ; m` = 509 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 54 ; m` = 263 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 55 ; m` = 74 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 58 ; m` = 153 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 59 ; m` = 534 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 60 ; m` = 364 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 64 ; m` = 349 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 65 ; m` = 179 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 66 ; m` = 560 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 69 ; m` = 50 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 70 ; m` = 450 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 71 ; m` = 204 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 72 ; m` = 319 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 73 ; m` = 548 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 74 ; m` = 17 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 75 ; m` = 569 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 76 ; m` = 152 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 77 ; m` = 58 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 78 ; m` = 97 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 79 ; m` = 3 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 80 ; m` = 175 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 81 ; m` = 138 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 82 ; m` = 196 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 83 ; m` = 425 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 84 ; m` = 540 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 85 ; m` = 294 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 86 ; m` = 105 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 89 ; m` = 184 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 90 ; m` = 565 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 91 ; m` = 395 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 95 ; m` = 380 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 96 ; m` = 210 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 97 ; m` = 2 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 100 ; m` = 81 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 101 ; m` = 481 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 102 ; m` = 235 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 103 ; m` = 350 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 104 ; m` = 579 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 105 ; m` = 48 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 106 ; m` = 11 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 107 ; m` = 183 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 108 ; m` = 89 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 109 ; m` = 128 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 110 ; m` = 34 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 111 ; m` = 206 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 112 ; m` = 169 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 113 ; m` = 227 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 114 ; m` = 456 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 115 ; m` = 571 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 116 ; m` = 325 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 117 ; m` = 136 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 120 ; m` = 215 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 121 ; m` = 7 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
m = 122 ; m` = 426 ; p = 19 ; q = 31 ; n = 589 ; eiler = 540 ; eexp = 7 ; dexp = 463
